STUSPS	NAME	INTPTLONG	INTPTLAT
ID	St. Anthony city	-111.684829	43.964815
ID	St. Charles city	-111.390165	42.112142
ID	St. Maries city	-116.57136	47.314627
ID	Salmon city	-113.895935	45.174973
ID	Sandpoint city	-116.560067	48.280717
ID	Shelley city	-112.126103	43.37948
ID	Shoshone city	-114.405327	42.936536
ID	Smelterville city	-116.177448	47.542423
ID	Soda Springs city	-111.586082	42.657873
ID	Spencer city	-112.186837	44.360772
ID	Spirit Lake city	-116.86776	47.96603
ID	Stanley city	-114.935655	44.211918
ID	Star city	-116.498606	43.703565
ID	State Line city	-117.035874	47.705442
ID	Stites city	-115.976522	46.092478
ID	Sugar City city	-111.752501	43.875275
ID	Sun Valley city	-114.334203	43.683852
ID	Swan Valley city	-111.325475	43.443095
ID	Tensed city	-116.923764	47.159406
ID	Teton city	-111.672254	43.887773
ID	Tetonia city	-111.158726	43.814649
ID	Troy city	-116.77223	46.737512
ID	Twin Falls city	-114.463988	42.562815
ID	Ucon city	-111.959093	43.59359
ID	Victor city	-111.117395	43.60293
ID	Wallace city	-115.921824	47.473219
ID	Wardner city	-116.135316	47.519185
ID	Warm River city	-111.321178	44.120966
ID	Weippe city	-115.938925	46.380818
ID	Weiser city	-116.9704	44.257037
ID	Wendell city	-114.702947	42.77468
ID	Weston city	-111.97793	42.038187
ID	White Bird city	-116.300088	45.762897
ID	Wilder city	-116.907585	43.678388
ID	Winchester city	-116.623981	46.240761
ID	Worley city	-116.9193	47.40068
IL	Abingdon city	-90.400974	40.803746
IL	Addieville village	-89.486764	38.391286
IL	Addison village	-88.008843	41.931373
IL	Adeline village	-89.491864	42.140519
IL	Albany village	-90.216618	41.786096
IL	Albers village	-89.614287	38.545184
IL	Albion city	-88.059063	38.376609
IL	Aledo city	-90.744041	41.198529
IL	Alexis village	-90.5554	41.062908
IL	Algonquin village	-88.315608	42.162354
IL	Alhambra village	-89.736876	38.887446
IL	Allendale village	-87.710257	38.527619
IL	Allenville village	-88.538882	39.558656
IL	Allerton village	-87.935258	39.916103
IL	Alma village	-88.911937	38.723098
IL	Alorton village	-90.116303	38.585664
IL	Alpha village	-90.380577	41.19176
IL	Alsey village	-90.433586	39.559411
IL	Alsip village	-87.735893	41.670289
IL	Altamont city	-88.74749	39.05716
IL	Alton city	-90.154083	38.902125
IL	Altona village	-90.164718	41.115536
IL	Alto Pass village	-89.319546	37.573654
IL	Alvan village	-87.606903	40.307028
IL	Amboy city	-89.367668	41.728959
IL	Anchor village	-88.538318	40.568252
IL	Andalusia village	-90.715615	41.435618
IL	Andover village	-90.290735	41.294897
IL	Anna city	-89.236277	37.465741
IL	Annawan town	-89.888	41.394797
IL	Antioch village	-88.070387	42.474393
IL	Apple River village	-90.094624	42.501961
IL	Arcola city	-88.300852	39.683576
IL	Arenzville village	-90.370556	39.8804
IL	Argenta village	-88.820149	39.985126
IL	Arlington village	-89.248283	41.471656
IL	Arlington Heights village	-87.981671	42.097362
IL	Armington village	-89.314264	40.339754
IL	Aroma Park village	-87.810464	41.073011
IL	Arrowsmith village	-88.632067	40.449293
IL	Arthur village	-88.46939	39.714415
IL	Ashkum village	-87.953068	40.878226
IL	Ashland village	-90.008036	39.888579
IL	Ashley city	-89.188951	38.328335
IL	Ashmore village	-88.020214	39.53051
IL	Ashton village	-89.222422	41.868214
IL	Assumption city	-89.048468	39.517796
IL	Astoria town	-90.356524	40.227858
IL	Athens city	-89.721619	39.961855
IL	Atkinson town	-90.004662	41.413331
IL	Atlanta city	-89.230845	40.263574
IL	Atwood village	-88.462591	39.799231
IL	Auburn city	-89.742682	39.575749
IL	Augusta village	-90.949788	40.230927
IL	Aurora city	-88.290099	41.763455
IL	Ava city	-89.496305	37.888524
IL	Aviston village	-89.612501	38.625925
IL	Avon village	-90.43521	40.662033
IL	Baldwin village	-89.845152	38.183829
IL	Banner village	-89.915611	40.512614
IL	Bannockburn village	-87.869805	42.192226
IL	Bardolph village	-90.563391	40.496274
IL	Barrington village	-88.127618	42.152631
IL	Barrington Hills village	-88.202959	42.138642
IL	Barry city	-91.039794	39.698284
IL	Bartelso village	-89.467571	38.537283
IL	Bartlett village	-88.177011	41.960822
IL	Bartonville village	-89.659807	40.641982
IL	Basco village	-91.199495	40.327801
IL	Batavia city	-88.308645	41.848191
IL	Batchtown village	-90.653366	39.033196
IL	Bath village	-90.142448	40.189972
IL	Baylis village	-90.909283	39.729436
IL	Bay View Gardens village	-89.523394	40.809938
IL	Beach Park village	-87.87532	42.442254
IL	Beardstown city	-90.431595	40.009905
IL	Beaverville village	-87.654028	40.95366
IL	Beckemeyer village	-89.432271	38.605801
IL	Bedford Park village	-87.795518	41.767071
IL	Beecher village	-87.61702	41.350311
IL	Beecher City village	-88.787562	39.186651
IL	Belgium village	-87.632829	40.06076
IL	Belknap village	-88.93971	37.3226
IL	Belle Prairie City town	-88.555831	38.223449
IL	Belle Rive village	-88.739175	38.231742
IL	Belleville city	-89.986228	38.515068
IL	Bellevue village	-89.673408	40.688095
IL	Bellflower village	-88.525852	40.340654
IL	Bellmont village	-87.91061	38.382967
IL	Bellwood village	-87.876171	41.882903
IL	Belvidere city	-88.868128	42.256157
IL	Bement village	-88.571885	39.922926
IL	Benld city	-89.802332	39.092998
IL	Bensenville village	-87.94346	41.959701
IL	Benson village	-89.121041	40.850619
IL	Bentley town	-91.112288	40.34367
IL	Benton city	-88.917068	38.012778
IL	Berkeley village	-87.911466	41.889124
IL	Berlin village	-89.902664	39.757649
IL	Berwyn city	-87.790924	41.843332
IL	Bethalto village	-90.053468	38.902967
IL	Bethany village	-88.740882	39.644185
IL	Biggsville village	-90.862253	40.853931
IL	Big Rock village	-88.52647	41.766768
IL	Bingham village	-89.213728	39.112236
IL	Bishop Hill village	-90.11746	41.199461
IL	Bismarck village	-87.61126	40.259434
IL	Blandinsville village	-90.868055	40.554139
IL	Bloomingdale village	-88.089112	41.951481
IL	Bloomington city	-88.969912	40.475777
IL	Blue Island city	-87.681126	41.65757
IL	Blue Mound village	-89.118573	39.700543
IL	Bluffs village	-90.535253	39.749254
IL	Bluford village	-88.735649	38.326177
IL	Bolingbrook village	-88.101566	41.69112
IL	Bondville village	-88.368183	40.111409
IL	Bone Gap village	-87.997486	38.444859
IL	Bonfield village	-88.054037	41.145018
IL	Bonnie village	-88.907186	38.201502
IL	Bourbonnais village	-87.878172	41.183109
IL	Bowen village	-91.063282	40.232054
IL	Braceville village	-88.272114	41.223488
IL	Bradford village	-89.658213	41.177181
IL	Bradley village	-87.846768	41.163276
IL	Braidwood city	-88.220273	41.269126
IL	Breese city	-89.523713	38.613802
IL	Bridgeport city	-87.759361	38.708271
IL	Bridgeview village	-87.806649	41.740183
IL	Brighton village	-90.140514	39.040561
IL	Brimfield village	-89.883772	40.838216
IL	Broadlands village	-87.996848	39.908722
IL	Broadview village	-87.856191	41.858371
IL	Broadwell village	-89.44286	40.066866
IL	Brocton village	-87.933481	39.715469
IL	Brookfield village	-87.847546	41.825059
IL	Brooklyn village	-90.167912	38.654395
IL	Brookport city	-88.625985	37.125805
IL	Broughton village	-88.461418	37.933946
IL	Browning village	-90.373003	40.12705
IL	Browns village	-87.983137	38.377519
IL	Brownstown village	-88.955284	38.99433
IL	Brussels village	-90.589069	38.948489
IL	Bryant village	-90.094951	40.465669
IL	Buckingham village	-88.174903	41.047053
IL	Buckley village	-88.037451	40.597661
IL	Buckner village	-89.015659	37.981016
IL	Buda village	-89.679106	41.329104
IL	Buffalo village	-89.408941	39.849883
IL	Buffalo Grove village	-87.961826	42.165981
IL	Bull Valley village	-88.360937	42.323396
IL	Bulpitt village	-89.425761	39.591911
IL	Buncombe village	-88.97466	37.471116
IL	Bunker Hill city	-89.95114	39.041478
IL	Burbank city	-87.768523	41.744424
IL	Bureau Junction village	-89.364517	41.287804
IL	Burlington village	-88.569769	42.052883
IL	Burnham village	-87.54496	41.63948
IL	Burnt Prairie village	-88.258331	38.250876
IL	Burr Ridge village	-87.920105	41.747898
IL	Bush village	-89.129903	37.841927
IL	Bushnell city	-90.504684	40.551619
IL	Butler village	-89.53185	39.197622
IL	Byron city	-89.262726	42.127081
IL	Cabery village	-88.203692	40.995751
IL	Cahokia village	-90.176122	38.565885
IL	Cairo city	-89.18288	37.006288
IL	Caledonia village	-88.894037	42.36842
IL	Calhoun village	-88.042596	38.651158
IL	Calumet City city	-87.537968	41.596495
IL	Calumet Park village	-87.65765	41.665735
IL	Camargo village	-88.168291	39.798808
IL	Cambria village	-89.118231	37.779795
IL	Cambridge village	-90.189685	41.292313
IL	Camden village	-90.773324	40.152829
IL	Campbell Hill village	-89.550367	37.929578
IL	Camp Point village	-91.066167	40.038021
IL	Campton Hills village	-88.417049	41.950241
IL	Campus village	-88.30734	41.024596
IL	Canton city	-90.040518	40.562592
IL	Cantrall village	-89.678997	39.935289
IL	Capron village	-88.738656	42.398777
IL	Carbon Cliff village	-90.392118	41.498076
IL	Carbondale city	-89.223664	37.722062
IL	Carbon Hill village	-88.299893	41.296974
IL	Carlinville city	-89.878781	39.278117
IL	Carlock village	-89.129092	40.583579
IL	Carlyle city	-89.375278	38.622336
IL	Carmi city	-88.172584	38.085888
IL	Carol Stream village	-88.133255	41.919897
IL	Carpentersville village	-88.293293	42.123571
IL	Carrier Mills village	-88.628976	37.688601
IL	Carrollton city	-90.406894	39.294493
IL	Carterville city	-89.083849	37.762724
IL	Carthage city	-91.127771	40.41444
IL	Cary village	-88.249627	42.212144
IL	Casey city	-87.989554	39.302657
IL	Caseyville village	-90.034019	38.63047
IL	Catlin village	-87.708383	40.06799
IL	Cave-In-Rock village	-88.165755	37.470515
IL	Cedar Point village	-89.126016	41.26511
IL	Cedarville village	-89.636147	42.375568
IL	Central City village	-89.128413	38.548451
IL	Centralia city	-89.123541	38.522073
IL	Centreville city	-90.122284	38.569235
IL	Cerro Gordo village	-88.734738	39.889628
IL	Chadwick village	-89.888442	42.014236
IL	Champaign city	-88.273652	40.115057
IL	Chandlerville village	-90.151326	40.047186
IL	Channahon village	-88.262871	41.42289
IL	Chapin village	-90.402741	39.76702
IL	Charleston city	-88.177609	39.48483
IL	Chatham village	-89.699535	39.670785
IL	Chatsworth town	-88.30105	40.710702
IL	Chebanse village	-87.909767	41.00581
IL	Chenoa city	-88.72791	40.737561
IL	Cherry village	-89.213699	41.428244
IL	Cherry Valley village	-88.970959	42.237909
IL	Chester city	-89.827693	37.925605
IL	Chesterfield village	-90.066766	39.256614
IL	Chicago city	-87.681844	41.837551
IL	Chicago Heights city	-87.634672	41.510685
IL	Chicago Ridge village	-87.779465	41.703375
IL	Chillicothe city	-89.502628	40.915994
IL	Chrisman city	-87.675215	39.804445
IL	Christopher city	-89.053002	37.97087
IL	Cicero town	-87.759288	41.844537
IL	Cisco village	-88.723693	40.014662
IL	Cisne village	-88.437069	38.513781
IL	Cissna Park village	-87.892342	40.566698
IL	Claremont village	-87.974905	38.718451
IL	Clarendon Hills village	-87.957239	41.798447
IL	Clay City village	-88.348499	38.685827
IL	Clayton village	-90.957999	40.030564
IL	Clear Lake village	-89.568328	39.813808
IL	Cleveland village	-90.316767	41.501998
IL	Clifton village	-87.933964	40.934474
IL	Clinton city	-88.96251	40.146702
IL	Coal City village	-88.277851	41.279829
IL	Coalton village	-89.302962	39.284792
IL	Coal Valley village	-90.458575	41.448729
IL	Coatsburg village	-91.160241	40.0324
IL	Cobden village	-89.254353	37.533392
IL	Coffeen city	-89.389771	39.088249
IL	Colchester city	-90.792148	40.427317
IL	Coleta village	-89.800237	41.902638
IL	Colfax village	-88.616098	40.566584
IL	Collinsville city	-90.005749	38.676825
IL	Colona city	-90.338725	41.478513
IL	Colp village	-89.078131	37.807625
IL	Columbia city	-90.215995	38.458057
IL	Columbus village	-91.145242	39.988126
IL	Compton village	-89.086087	41.694025
IL	Concord village	-90.37095	39.815969
IL	Congerville village	-89.204153	40.61656
IL	Cooksville village	-88.714459	40.542529
IL	Cordova village	-90.320864	41.677027
IL	Cornell village	-88.729389	40.992194
IL	Cortland town	-88.691396	41.9377
IL	Coulterville village	-89.604316	38.185079
IL	Country Club Hills city	-87.72541	41.563453
IL	Countryside city	-87.875224	41.774207
IL	Cowden village	-88.859351	39.249224
IL	Crainville village	-89.058774	37.754108
IL	Creal Springs city	-88.837446	37.619847
IL	Crescent City village	-87.856302	40.771847
IL	Crest Hill city	-88.111025	41.573771
IL	Creston village	-88.974117	41.933525
IL	Crestwood village	-87.740078	41.645599
IL	Crete village	-87.624472	41.440524
IL	Creve Coeur village	-89.59956	40.642116
IL	Crossville village	-88.064338	38.162478
IL	Crystal Lake city	-88.335331	42.232554
IL	Cuba city	-90.193353	40.493601
IL	Cullom village	-88.269781	40.878374
IL	Curran village	-89.77821	39.742189
IL	Cutler village	-89.567564	38.032564
IL	Cypress village	-89.018887	37.365722
IL	Dahlgren village	-88.684571	38.198173
IL	Dakota village	-89.526851	42.38749
IL	Dallas City city	-91.164282	40.635301
IL	Dalton City village	-88.808424	39.716765
IL	Dalzell village	-89.170009	41.352529
IL	Damiansville village	-89.615019	38.508778
IL	Dana village	-88.949973	40.956508
IL	Danforth village	-87.97786	40.821973
IL	Danvers village	-89.17533	40.529753
IL	Danville city	-87.610707	40.142628
IL	Darien city	-87.981494	41.745663
IL	Davis village	-89.415532	42.421643
IL	Davis Junction village	-89.089832	42.114335
IL	Dawson village	-89.462655	39.853275
IL	Decatur city	-88.933746	39.855983
IL	Deer Creek village	-89.331277	40.62889
IL	Deerfield village	-87.852467	42.166069
IL	Deer Grove village	-89.687409	41.609761
IL	Deer Park village	-88.08618	42.166284
IL	DeKalb city	-88.74783	41.930614
IL	De Land village	-88.643162	40.121781
IL	Delavan city	-89.544658	40.371334
IL	De Pue village	-89.29595	41.327184
IL	De Soto village	-89.226966	37.815706
IL	Des Plaines city	-87.901072	42.035118
IL	Detroit village	-90.67596	39.620147
IL	De Witt village	-88.78562	40.184767
IL	Diamond village	-88.250646	41.285161
IL	Dieterich village	-88.381861	39.060122
IL	Divernon village	-89.653638	39.570431
IL	Dix village	-88.946019	38.444482
IL	Dixmoor village	-87.667233	41.632951
IL	Dixon city	-89.47884	41.842974
IL	Dolton village	-87.596839	41.630274
IL	Dongola village	-89.164989	37.357109
IL	Donnellson village	-89.474583	39.030705
IL	Donovan village	-87.614041	40.885135
IL	Dorchester village	-89.887769	39.085884
IL	Dover village	-89.395918	41.434029
IL	Dowell village	-89.239529	37.939573
IL	Downers Grove village	-88.021232	41.795027
IL	Downs village	-88.891099	40.399289
IL	Du Bois village	-89.212855	38.221398
IL	Dunfermline village	-90.03209	40.491423
IL	Dunlap village	-89.678838	40.857534
IL	Dupo village	-90.208242	38.517947
IL	Du Quoin city	-89.23284	38.001719
IL	Durand village	-89.326488	42.434174
IL	Dwight village	-88.424892	41.098253
IL	Eagarville village	-89.779025	39.108699
IL	Earlville city	-88.922932	41.588064
IL	East Alton village	-90.107943	38.88412
IL	East Brooklyn village	-88.265426	41.172687
IL	East Cape Girardeau village	-89.480188	37.294005
IL	East Carondelet village	-90.242502	38.541612
IL	East Dubuque city	-90.630965	42.489744
IL	East Dundee village	-88.247677	42.09743
IL	East Galesburg village	-90.311977	40.943799
IL	East Gillespie village	-89.812685	39.137819
IL	East Hazel Crest village	-87.650273	41.575799
IL	East Moline city	-90.387769	41.519787
IL	Easton village	-89.841584	40.232079
IL	East Peoria city	-89.541764	40.673377
IL	East St. Louis city	-90.129398	38.615936
IL	Eddyville village	-88.585059	37.500191
IL	Edgewood village	-88.664076	38.921865
IL	Edinburg village	-89.390121	39.65789
IL	Edwardsville city	-89.988605	38.790835
IL	Effingham city	-88.550896	39.11975
IL	Elburn village	-88.453612	41.871558
IL	El Dara village	-90.991183	39.622696
IL	Eldorado city	-88.441578	37.811726
IL	Eldred village	-90.553975	39.286151
IL	Elgin city	-88.321709	42.039639
IL	Elizabeth village	-90.218457	42.316571
IL	Elizabethtown village	-88.304094	37.449352
IL	Elk Grove Village village	-87.993034	42.005778
IL	Elkhart village	-89.475183	40.013855
IL	Elkville village	-89.237216	37.909404
IL	Elliott village	-88.27664	40.466351
IL	Ellis Grove village	-89.912548	38.010208
IL	Ellisville village	-90.306042	40.627309
IL	Ellsworth village	-88.716102	40.449546
IL	Elmhurst city	-87.943658	41.896018
IL	Elmwood city	-89.965575	40.780407
IL	Elmwood Park village	-87.816317	41.922464
IL	El Paso city	-89.018105	40.740587
IL	Elsah village	-90.355387	38.954035
IL	Elvaston village	-91.248792	40.395595
IL	Elwood village	-88.127314	41.40709
IL	Emden village	-89.48505	40.298197
IL	Emington village	-88.357794	40.97019
IL	Energy village	-89.023143	37.775817
IL	Enfield village	-88.338138	38.101917
IL	Equality village	-88.342211	37.736911
IL	Erie village	-90.081304	41.658586
IL	Essex village	-88.192367	41.183053
IL	Eureka city	-89.277016	40.714045
IL	Evanston city	-87.694353	42.046391
IL	Evansville village	-89.932543	38.089045
IL	Evergreen Park village	-87.70133	41.721279
IL	Ewing village	-88.85219	38.089357
IL	Exeter village	-90.496033	39.719069
IL	Fairbury city	-88.518153	40.745682
IL	Fairfield city	-88.371501	38.379192
IL	Fairmont City village	-90.100163	38.646463
IL	Fairmount village	-87.829304	40.045565
IL	Fairview village	-90.183165	40.654735
IL	Fairview Heights city	-90.005138	38.595079
IL	Farina village	-88.78093	38.829766
IL	Farmer City city	-88.641762	40.248096
IL	Farmersville village	-89.652236	39.442986
IL	Farmington city	-90.003286	40.697161
IL	Fayetteville village	-89.797089	38.377813
IL	Ferris village	-91.168338	40.469546
IL	Fidelity village	-90.164239	39.154621
IL	Fieldon village	-90.499567	39.108697
IL	Fillmore village	-89.278511	39.11537
IL	Findlay village	-88.754594	39.522341
IL	Fisher village	-88.349655	40.315548
IL	Fithian village	-87.874974	40.114361
IL	Flanagan village	-88.859961	40.877207
IL	Flat Rock village	-87.673375	38.903684
IL	Flora city	-88.473844	38.665617
IL	Florence village	-90.610697	39.628692
IL	Flossmoor village	-87.685702	41.539122
IL	Foosland village	-88.429175	40.361122
IL	Ford Heights village	-87.58143	41.510898
IL	Forest City village	-89.832498	40.372158
IL	Forest Park village	-87.815663	41.86837
IL	Forest View village	-87.773079	41.809097
IL	Forrest village	-88.409683	40.750892
IL	Forreston village	-89.578246	42.126526
IL	Forsyth village	-88.964136	39.926134
IL	Fox Lake village	-88.18192	42.426437
IL	Fox River Grove village	-88.214501	42.195428
IL	Frankfort village	-87.83941	41.491342
IL	Franklin village	-90.047793	39.621259
IL	Franklin Grove village	-89.300569	41.840944
IL	Franklin Park village	-87.879195	41.936016
IL	Freeburg village	-89.916522	38.440263
IL	Freeman Spur village	-88.999861	37.859966
IL	Freeport city	-89.635826	42.289539
IL	Fulton city	-90.157073	41.864799
IL	Fults village	-90.212805	38.164093
IL	Galatia village	-88.616482	37.841977
IL	Galena city	-90.430222	42.422695
IL	Galesburg city	-90.376564	40.950217
IL	Galva city	-90.037247	41.16916
IL	Garden Prairie village	-88.712923	42.253621
IL	Gardner village	-88.313815	41.194934
IL	Garrett village	-88.424454	39.796906
IL	Gays village	-88.49632	39.458157
IL	Geneseo city	-90.153474	41.449954
IL	Geneva city	-88.329337	41.882072
IL	Genoa city	-88.694964	42.091035
IL	Georgetown city	-87.635383	39.977407
IL	Germantown village	-89.540514	38.555238
